id,codigo_taco,grupo,descricao,umidade,energia_kcal,energia_kj,proteina_g,lipideos_g,colesterol_mg,carboidratos_g,fibra_alimentar_g,cinzas_g,observacao,fonte,created_at,updated_at
547,547,ALIMENTOS_PREPARADOS,"Salpicão, de frango",72.53,147.86,618.67,13.93,7.84,52.52,4.57,0.41,1.14,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
548,548,ALIMENTOS_PREPARADOS,Sarapatel,74.95,122.98,514.56,18.47,4.42,315.36,1.09,NULL,1.06,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
549,549,ALIMENTOS_PREPARADOS,Tabule,85.77,57.45,240.39,2.05,1.21,0.00,10.58,2.08,0.39,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
550,550,ALIMENTOS_PREPARADOS,Tacacá,85.19,46.89,196.18,6.96,0.36,70.56,3.39,0.21,4.10,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
551,551,ALIMENTOS_PREPARADOS,"Tapioca, com manteiga",24.90,347.83,1455.31,0.09,10.91,31.19,63.59,0.00,0.51,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
552,552,ALIMENTOS_PREPARADOS,"Tucupi, com pimenta-de-cheiro",91.88,27.18,113.74,2.06,0.28,0.00,4.74,0.23,1.04,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
553,553,ALIMENTOS_PREPARADOS,"Vaca atolada",74.95,144.90,606.25,5.12,9.32,18.59,10.06,2.34,0.54,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
554,554,ALIMENTOS_PREPARADOS,Vatapá,58.36,254.89,1066.47,6.00,23.23,44.45,9.75,1.70,2.67,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
555,555,ALIMENTOS_PREPARADOS,"Virado à paulista",48.59,306.95,1284.27,10.18,25.59,65.84,14.11,2.16,1.53,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
556,556,ALIMENTOS_PREPARADOS,Yakisoba,69.38,112.80,471.96,7.52,2.61,0.00,18.25,1.06,2.25,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
557,557,LEGUMINOSAS_E_DERIVADOS,"Amendoim, grão, cru",6.43,544.05,2276.32,27.19,43.85,0.00,20.31,8.04,2.22,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
558,558,LEGUMINOSAS_E_DERIVADOS,"Amendoim, torrado, salgado",1.69,605.78,2534.59,22.48,53.96,0.00,18.70,7.76,3.17,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
559,559,LEGUMINOSAS_E_DERIVADOS,"Ervilha, em vagem",76.84,88.09,366.97,7.45,0.47,0.00,14.23,9.72,1.01,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
560,560,LEGUMINOSAS_E_DERIVADOS,"Ervilha, enlatada, dre0da",80.14,73.84,308.97,4.60,0.38,0.00,13.44,5.08,1.44,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
561,561,LEGUMINOSAS_E_DERIVADOS,"Feijão, carioca, cozido",80.35,76.42,319.76,4.78,0.54,0.00,13.59,8.51,0.74,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
562,562,LEGUMINOSAS_E_DERIVADOS,"Feijão, carioca, cru",14.00,329.03,1376.65,19.98,1.26,0.00,61.22,18.42,3.54,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
563,563,LEGUMINOSAS_E_DERIVADOS,"Feijão, fradinho, cozido",80.01,78.01,326.39,5.09,0.64,0.00,13.50,7.47,0.75,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
564,564,LEGUMINOSAS_E_DERIVADOS,"Feijão, fradinho, cru",12.70,339.16,1419.07,20.21,2.37,0.00,61.24,23.59,3.49,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
565,565,LEGUMINOSAS_E_DERIVADOS,"Feijão, jalo, cozido",75.84,92.74,388.02,6.14,0.51,0.00,16.50,13.87,1.01,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
566,566,LEGUMINOSAS_E_DERIVADOS,"Feijão, jalo, cru",13.53,327.91,1371.96,20.10,0.95,0.00,61.48,30.32,3.94,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
567,567,LEGUMINOSAS_E_DERIVADOS,"Feijão, preto, cozido",80.22,77.03,322.28,4.48,0.54,0.00,14.01,8.40,0.76,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
568,568,LEGUMINOSAS_E_DERIVADOS,"Feijão, preto, cru",14.88,323.57,1353.80,21.34,1.24,0.00,58.75,21.83,3.79,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
569,569,LEGUMINOSAS_E_DERIVADOS,"Feijão, rajado, cozido",77.86,84.70,354.39,5.54,0.40,0.00,15.27,9.32,0.93,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
570,570,LEGUMINOSAS_E_DERIVADOS,"Feijão, rajado, cru",14.96,325.84,1363.33,17.27,1.17,0.00,62.93,24.01,3.67,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
571,571,LEGUMINOSAS_E_DERIVADOS,"Feijão, rosinha, cozido",82.58,67.87,283.95,4.54,0.48,0.00,11.82,4.76,0.58,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
572,572,LEGUMINOSAS_E_DERIVADOS,"Feijão, rosinha, cru",11.95,336.96,1409.85,20.92,1.33,0.00,62.22,20.63,3.58,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
573,573,LEGUMINOSAS_E_DERIVADOS,"Feijão, roxo, cozido",79.99,76.89,321.72,5.72,0.54,0.00,12.91,11.51,0.85,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
574,574,LEGUMINOSAS_E_DERIVADOS,"Feijão, roxo, cru",12.64,331.41,1386.64,22.17,1.24,0.00,59.99,33.84,3.97,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
575,575,LEGUMINOSAS_E_DERIVADOS,"Grão-de-bico, cru",12.29,354.70,1484.08,21.23,5.43,0.00,57.88,12.36,3.17,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
576,576,LEGUMINOSAS_E_DERIVADOS,"Guandu, cru",11.45,344.13,1439.86,18.96,2.13,0.00,64.00,21.31,3.45,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
577,577,LEGUMINOSAS_E_DERIVADOS,"Lentilha, cozida",76.25,92.64,387.60,6.31,0.52,0.00,16.30,7.86,0.61,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
578,578,LEGUMINOSAS_E_DERIVADOS,"Lentilha, crua",11.47,339.14,1418.97,23.15,0.77,0.00,62.00,16.94,2.61,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
579,579,LEGUMINOSAS_E_DERIVADOS,"Paçoca, amendoim",1.80,486.93,2037.30,16.00,26.08,0.00,52.38,7.32,3.75,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
580,580,LEGUMINOSAS_E_DERIVADOS,"Pé-de-moleque, amendoim",2.91,503.19,2105.35,13.16,28.05,0.00,54.73,3.39,1.15,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
581,581,LEGUMINOSAS_E_DERIVADOS,"Soja, farinha",5.75,403.96,1690.15,36.03,14.63,0.00,38.44,20.18,5.15,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
582,582,LEGUMINOSAS_E_DERIVADOS,"Soja, ex0ato solúvel, 0tural, fluido",91.28,39.10,163.61,2.38,1.61,0.00,4.28,0.37,0.45,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
583,583,LEGUMINOSAS_E_DERIVADOS,"Soja, ex0ato solúvel, pó",4.47,458.90,1920.02,35.69,26.18,0.00,28.48,7.31,5.18,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
584,584,LEGUMINOSAS_E_DERIVADOS,"Soja, queijo (tofu)",86.65,64.49,269.81,6.55,3.95,0.00,2.13,0.75,0.72,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
585,585,LEGUMINOSAS_E_DERIVADOS,"0emoço, cru",9.69,381.28,1595.27,33.58,10.34,0.00,43.79,32.31,2.60,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
586,586,LEGUMINOSAS_E_DERIVADOS,"0emoço, em conserva",67.68,120.64,504.77,11.11,3.78,0.00,12.39,14.44,5.03,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:54:08"
587,587,NOZES_E_SEMENTES,"Amêndoa, torrada, salgada",3.11,580.75,2429.85,18.55,47.32,0.00,29.55,11.64,1.47,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:49:35"
588,588,NOZES_E_SEMENTES,"Castanha-de-caju, torrada, salgada",3.46,570.17,2385.58,18.51,46.28,0.00,29.13,3.66,2.61,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:49:35"
589,589,NOZES_E_SEMENTES,"Castanha-do-Brasil, crua",3.52,642.96,2690.16,14.54,63.46,0.00,15.08,7.93,3.40,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:49:35"
590,590,NOZES_E_SEMENTES,"Coco, cru",42.96,406.49,1700.74,3.69,41.98,0.00,10.40,5.38,0.97,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:49:35"
591,591,NOZES_E_SEMENTES,"Coco,  verde, cru",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:49:35"
592,592,NOZES_E_SEMENTES,"Farinha, de mesocarpo de babaçu, crua",15.82,328.77,1375.58,1.41,0.20,0.00,79.17,17.86,3.40,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:49:35"
593,593,NOZES_E_SEMENTES,"Gergelim, semente",3.86,583.55,2441.56,21.16,50.43,0.00,21.62,11.87,2.93,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:49:35"
594,594,NOZES_E_SEMENTES,"Linhaça, semente",6.68,495.10,2071.53,14.08,32.25,0.00,43.31,33.50,3.67,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:49:35"
595,595,NOZES_E_SEMENTES,"Pinhão, cozido",50.51,174.37,729.56,2.98,0.75,0.00,43.92,15.60,1.84,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:49:35"
596,596,NOZES_E_SEMENTES,"Pupunha, cozida",54.46,218.53,914.35,2.52,12.76,0.00,29.57,4.25,0.69,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:49:35"
597,597,NOZES_E_SEMENTES,"Noz, crua",6.24,620.06,2594.33,13.97,59.36,0.00,18.36,7.25,2.06,NULL,"TACO 4ª edição","2026-01-30 22:41:52","2026-03-07 05:49:35"
